file,index,orig_id,new_id,question_preview
File 28 - The 'Final Boss' Scenarios (Complex Synthesis).json,1,2502,2702502,Scenario: A diesel pump room is 30°F. Is this a deficiency?
File 28 - The 'Final Boss' Scenarios (Complex Synthesis).json,2,2503,2702503,Scenario: You are installing heads in a room with a 20-foot ceiling. The room contains high-piled plastic storage. Can you use a Standard Spray Upright?
File 28 - The 'Final Boss' Scenarios (Complex Synthesis).json,3,2504,2702504,Scenario: An apprentice has worked 9000 hours but hasn't taken the test. Are they allowed to run a job site?
File 28 - The 'Final Boss' Scenarios (Complex Synthesis).json,4,2505,2702505,Scenario: You are installing a pendant head. A 4-inch wide light fixture is 6 inches away from the head. How high above the bottom of the light must the deflector be?
File 29 - Standpipe System Types (NFPA 14).json,0,2601,2802601,What is a standpipe system that is attached to a water supply capable of supplying the system demand at all times and requires no action other than opening a hose valve?
File 29 - Standpipe System Types (NFPA 14).json,1,2602,2802602,What is a standpipe system that contains air under pressure and admits water automatically when a hose valve is opened?
File 29 - Standpipe System Types (NFPA 14).json,2,2603,2802603,What is a standpipe system that relies exclusively on the Fire Department Connection (FDC) to supply the water demand?
File 29 - Standpipe System Types (NFPA 14).json,3,2604,2802604,What is a 'Manual Wet' standpipe?
File 29 - Standpipe System Types (NFPA 14).json,4,2605,2802605,What device allows water to flow into a Semiautomatic Dry standpipe?
"File 3 - Equipment (Pumps, Standpipes, Underground, Safety).json",0,301,2900301,Minimum flow rate for the most remote standpipe in a Class I system?
"File 3 - Equipment (Pumps, Standpipes, Underground, Safety).json",1,302,2900302,Minimum flow rate for each *additional* standpipe in a Class I system?
"File 3 - Equipment (Pumps, Standpipes, Underground, Safety).json",2,303,2900303,"Minimum residual pressure at the most remote 2½"" outlet?"
"File 3 - Equipment (Pumps, Standpipes, Underground, Safety).json",3,304,2900304,"Minimum residual pressure for a Class II (1½"") outlet?"
"File 3 - Equipment (Pumps, Standpipes, Underground, Safety).json",4,305,2900305,What fitting is used on the suction side of a pump to prevent air pockets?
"File 3 - Equipment (Pumps, Standpipes, Underground, Safety).json",5,306,2900306,What fitting is used on the discharge side of a fire pump?
"File 3 - Equipment (Pumps, Standpipes, Underground, Safety).json",6,307,2900307,What is the minimum size for a sensing line (jockey/controller)?
"File 3 - Equipment (Pumps, Standpipes, Underground, Safety).json",7,308,2900308,How far above the floor must current-carrying parts of a controller be?
"File 3 - Equipment (Pumps, Standpipes, Underground, Safety).json",8,309,2900309,What is the minimum water temperature maintained in a water tank?
"File 3 - Equipment (Pumps, Standpipes, Underground, Safety).json",9,310,2900310,What is the minimum clearance under a tank?
"File 3 - Equipment (Pumps, Standpipes, Underground, Safety).json",10,311,2900311,Private fire mains under driveways must be buried how deep?
"File 3 - Equipment (Pumps, Standpipes, Underground, Safety).json",11,312,2900312,How close can a post indicator valve be to a building?
"File 3 - Equipment (Pumps, Standpipes, Underground, Safety).json",12,313,2900313,At what depth is a ladder required in a trench?
"File 3 - Equipment (Pumps, Standpipes, Underground, Safety).json",13,314,2900314,What is the max travel distance to a ladder in a trench?
"File 3 - Equipment (Pumps, Standpipes, Underground, Safety).json",14,315,2900315,What size relief valve is required for a 2500 gpm pump?
File 30 - Commodity Classification (NFPA 13).json,0,2701,3002701,A Restaurant Seating Area is classified as what hazard?
File 30 - Commodity Classification (NFPA 13).json,1,2702,3002702,A Restaurant Service Area (Kitchen) is classified as what hazard?
File 30 - Commodity Classification (NFPA 13).json,2,2703,3002703,A Parking Garage (Automobile Parking) is classified as what hazard?
File 30 - Commodity Classification (NFPA 13).json,3,2704,3002704,A Mercantile (Department Store) is classified as what hazard?
File 30 - Commodity Classification (NFPA 13).json,4,2705,3002705,Printing and Publishing plants are classified as what hazard?
File 30 - Commodity Classification (NFPA 13).json,5,2706,3002706,Plastics processing (solvent based) is classified as what hazard?
File 31 - Electrical & Controllers (NFPA 20&70).json,0,2801,3102801,A fire pump controller must be dedicated to?
File 31 - Electrical & Controllers (NFPA 20&70).json,1,2802,3102802,What device protects the electric fire pump motor if the phases are reversed (causing backward rotation)?
File 31 - Electrical & Controllers (NFPA 20&70).json,2,2803,3102803,"If a building has a backup generator for the fire pump, what device is required to switch from normal power to generator power?"
File 31 - Electrical & Controllers (NFPA 20&70).json,3,2804,3102804,Fire pump controllers must be within sight of the motor. This typically means they are located within how many feet?
File 32 - Confined Space & Safety (OSHA).json,0,2901,3202901,A valve pit or water tank is considered what type of space?
File 32 - Confined Space & Safety (OSHA).json,1,2902,3202902,"Before entering a Permit-Required Confined Space (like an empty pressure tank), what must be tested first?"
File 32 - Confined Space & Safety (OSHA).json,2,2903,3202903,Spoil piles (dirt) must be kept how far back from the edge of a trench?
File 32 - Confined Space & Safety (OSHA).json,3,2904,3202904,When is a 'Safety Monitor' (a person watching) allowed as the only fall protection?
File 34 - The 'Exam Killer' Recovery (NFPA 25 ITM).json,0,3101,3303101,What is the primary purpose of the main drain test?
File 34 - The 'Exam Killer' Recovery (NFPA 25 ITM).json,1,3102,3303102,"If a gauge is reading 0 psi on the system side of a check valve, what does this likely indicate?"
File 34 - The 'Exam Killer' Recovery (NFPA 25 ITM).json,2,3103,3303103,"During an annual floor level inspection, you see a sprinkler heavily loaded with dust. What is the required action?"
File 34 - The 'Exam Killer' Recovery (NFPA 25 ITM).json,3,3104,3303104,How soon must a preaction/deluge valve be trip tested after installation?
File 34 - The 'Exam Killer' Recovery (NFPA 25 ITM).json,4,3105,3303105,You inspect an FDC and find the swivel caps are missing. Is this a deficiency?
File 34 - The 'Exam Killer' Recovery (NFPA 25 ITM).json,5,3106,3303106,"If an antifreeze solution test reveals the freeze point is too high (unsafe), what must be done?"
File 35 - Specialty Valves & Devices (Topic 12).json,0,3201,3403201,What is 'Columning' in a dry pipe valve?
File 35 - Specialty Valves & Devices (Topic 12).json,1,3202,3403202,"In a Double Interlock Preaction system, what two events must occur for water to enter the pipe?"
File 35 - Specialty Valves & Devices (Topic 12).json,2,3203,3403203,What is the purpose of the 'Ball Drip' (Automatic Drain) valve on the FDC piping?
File 35 - Specialty Valves & Devices (Topic 12).json,3,3204,3403204,"If a dry pipe valve trips but water does not reach the inspector's test within 60 seconds, what is the issue?"
File 35 - Specialty Valves & Devices (Topic 12).json,4,3205,3403205,Where is a check valve required in the FDC piping?
File 36 - Sprinkler Logic & Fittings (Topics 9 & 13).json,0,3301,3503301,"When reducing pipe size, which fitting type is prohibited for drain ability?"
File 36 - Sprinkler Logic & Fittings (Topics 9 & 13).json,1,3302,3503302,Are you allowed to weld a tab onto a sprinkler pipe to hang it?
File 36 - Sprinkler Logic & Fittings (Topics 9 & 13).json,2,3303,3503303,You are installing upright sprinklers on a pitched roof (4/12 pitch). How should the deflector be oriented?
File 36 - Sprinkler Logic & Fittings (Topics 9 & 13).json,3,3304,3503304,A pendant sprinkler is 5 inches from a wall. The wall has a 2-inch deep cabinet mounted on it. Is this allowed?
File 36 - Sprinkler Logic & Fittings (Topics 9 & 13).json,4,3305,3503305,What temperature sprinkler is required in an unventilated attic?
File 36 - Sprinkler Logic & Fittings (Topics 9 & 13).json,5,3306,3503306,"During the hydrostatic test, the pressure drops 2 psi in 2 hours due to temperature fluctuation. Is this a fail?"
"File 37 - Contracts, Drawings & Specifications (Topic 1 & 3).json",0,3401,3603401,"If the Installation Drawings (Plans) and the Written Specifications differ, which one typically takes precedence?"
"File 37 - Contracts, Drawings & Specifications (Topic 1 & 3).json",1,3402,3603402,"If a plan is drawn to 1/4"" = 1'0"" scale, and a pipe measures 3 inches long on the paper, how long is the pipe in reality?"
"File 37 - Contracts, Drawings & Specifications (Topic 1 & 3).json",2,3403,3603403,What does 'N.I.C.' usually stand for on a set of prints?
"File 37 - Contracts, Drawings & Specifications (Topic 1 & 3).json",3,3404,3603404,Which of the following is REQUIRED to be shown on the hydraulic calculation sheets?
"File 37 - Contracts, Drawings & Specifications (Topic 1 & 3).json",4,3405,3603405,"On a reflected ceiling plan, what does 'AFF' mean?"
File 38 - Materials Handling & Jobsite Safety (Topic 5).json,0,3501,3703501,How should CPVC pipe be stored at the job site?
File 38 - Materials Handling & Jobsite Safety (Topic 5).json,1,3502,3703502,"When storing threaded steel pipe, what should be done to the threads?"
File 38 - Materials Handling & Jobsite Safety (Topic 5).json,2,3503,3703503,"When lifting a bundle of pipe with a crane, what knot or hitch prevents the pipe from sliding out of the sling?"
File 38 - Materials Handling & Jobsite Safety (Topic 5).json,3,3504,3703504,Solvent cement and primers are generally classified as?
File 38 - Materials Handling & Jobsite Safety (Topic 5).json,4,3505,3703505,"If a glass bulb sprinkler is dropped on the floor during installation but looks fine, what must you do?"
File 39 - The 'Day Before' Rapid Review (Numbers Only).json,0,3601,3803601,"Distance between hangers (1"" Steel)?"
File 39 - The 'Day Before' Rapid Review (Numbers Only).json,1,3602,3803602,"Distance between hangers (1-1/4"" Steel)?"
File 39 - The 'Day Before' Rapid Review (Numbers Only).json,2,3603,3803603,"Distance between hangers (1-1/2"" Steel)?"
File 39 - The 'Day Before' Rapid Review (Numbers Only).json,3,3604,3803604,Max distance from wall (Standard Head)?
File 39 - The 'Day Before' Rapid Review (Numbers Only).json,4,3605,3803605,Max distance from wall (Extended Coverage)?
File 39 - The 'Day Before' Rapid Review (Numbers Only).json,5,3606,3803606,MN FDC Height?
File 39 - The 'Day Before' Rapid Review (Numbers Only).json,6,3607,3803607,Friction Loss C-Factor (Steel Wet)?
File 39 - The 'Day Before' Rapid Review (Numbers Only).json,7,3608,3803608,Friction Loss C-Factor (Steel Dry)?
File 39 - The 'Day Before' Rapid Review (Numbers Only).json,8,3609,3803609,Max time for water to reach inspector's test (Dry)?
File 39 - The 'Day Before' Rapid Review (Numbers Only).json,9,3610,3803610,Hydrostatic Test Pressure?
File 39 - The 'Day Before' Rapid Review (Numbers Only).json,10,3611,3803611,Air Test Pressure (24 hour)?
File 39 - The 'Day Before' Rapid Review (Numbers Only).json,11,3612,3803612,Weekly Pump Run (Electric)?
File 39 - The 'Day Before' Rapid Review (Numbers Only).json,12,3613,3803613,Weekly Pump Run (Diesel)?
File 39 - The 'Day Before' Rapid Review (Numbers Only).json,13,3614,3803614,Main Drain Test Frequency?
File 39 - The 'Day Before' Rapid Review (Numbers Only).json,14,3615,3803615,Flow Test Standpipe Frequency?
File 39 - The 'Day Before' Rapid Review (Numbers Only).json,15,3616,3803616,"Deflector distance below beam (if 6"" away)?"
"File 4 - Installation Part 2 (Hangers, Materials, Obstructions).json",0,124,3900124,"What is the maximum distance between hangers on 1"" copper tube?"
"File 4 - Installation Part 2 (Hangers, Materials, Obstructions).json",1,125,3900125,"What is the maximum distance between hangers on 1½"" copper tube?"
"File 4 - Installation Part 2 (Hangers, Materials, Obstructions).json",2,126,3900126,"What is the maximum distance between hangers on ¾"" CPVC?"
"File 4 - Installation Part 2 (Hangers, Materials, Obstructions).json",3,127,3900127,"What is the maximum distance between hangers on 1"" CPVC?"
"File 4 - Installation Part 2 (Hangers, Materials, Obstructions).json",4,128,3900128,What is the minimum size pipe allowed for a trapeze member spanning 5 feet or less?
"File 4 - Installation Part 2 (Hangers, Materials, Obstructions).json",5,129,3900129,How large must a ceiling fan be to be considered an obstruction requiring a sprinkler above/below?
"File 4 - Installation Part 2 (Hangers, Materials, Obstructions).json",6,130,3900130,Standard sprinklers must be located at least how far from a continuous obstruction (like a beam) to avoid 'skipping'?
"File 4 - Installation Part 2 (Hangers, Materials, Obstructions).json",7,131,3900131,What is the maximum distance a sprinkler deflector can be located above the bottom of a solid obstruction (Beam Rule)?
"File 4 - Installation Part 2 (Hangers, Materials, Obstructions).json",8,132,3900132,When are return bends required for pendant sprinklers?
"File 4 - Installation Part 2 (Hangers, Materials, Obstructions).json",9,133,3900133,"In a seismic zone, what is the maximum clearance allowed around a pipe penetrating a wall (without a flexible coupling)?"
"File 4 - Installation Part 2 (Hangers, Materials, Obstructions).json",10,134,3900134,A quick-opening device (QOD) is required on a dry system when the capacity exceeds?
"File 4 - Installation Part 2 (Hangers, Materials, Obstructions).json",11,135,3900135,Which system requires a supplemental detection system to activate?
"File 4 - Installation Part 2 (Hangers, Materials, Obstructions).json",12,136,3900136,What is the maximum capacity of an antifreeze system piping loop?
"File 4 - Installation Part 2 (Hangers, Materials, Obstructions).json",13,137,3900137,Post Indicator Valves (PIV) must be set so the top of the post is how high above grade?
"File 4 - Installation Part 2 (Hangers, Materials, Obstructions).json",14,138,3900138,What is the minimum letter height for hydraulic design information signs?
File 40 - The Break Room Deck.json,0,4001,4004001,"You're putting a nipple in a tight spot. How many threads should you be seeing if you actually tightened it, or are you just hand-tightening it like a prom date?"
File 40 - The Break Room Deck.json,1,4002,4004002,"What is the 'Ball Drip' actually for? (And no, it's not for what you think it is)."
File 40 - The Break Room Deck.json,2,4003,4004003,"When you're mating a gasket, what do you use? Don't say spit."
File 40 - The Break Room Deck.json,3,4004,4004004,The foreman tells you to grab a 'Widow Maker.' What is he asking for?
File 40 - The Break Room Deck.json,4,4005,4004005,"You just cut a piece of threaded pipe. If you don't ream the inside, what are you?"
"File 5 - ITM Part 2 (Testing, Maintenance, & Frequencies).json",0,216,4100216,How often should gauges be replaced or tested against a calibrated gauge?
"File 5 - ITM Part 2 (Testing, Maintenance, & Frequencies).json",1,217,4100217,How often must standard response sprinklers be tested or replaced (after initial service)?
"File 5 - ITM Part 2 (Testing, Maintenance, & Frequencies).json",2,218,4100218,How often are Quick Response sprinklers tested (after initial 20 years)?
"File 5 - ITM Part 2 (Testing, Maintenance, & Frequencies).json",3,219,4100219,Dry sprinklers must be tested or replaced after how many years?
"File 5 - ITM Part 2 (Testing, Maintenance, & Frequencies).json",4,220,4100220,How often must you operate and clean a Dry Pipe Valve?
"File 5 - ITM Part 2 (Testing, Maintenance, & Frequencies).json",5,221,4100221,How often is a full flow trip test required for a Dry Pipe Valve?
"File 5 - ITM Part 2 (Testing, Maintenance, & Frequencies).json",6,222,4100222,How often is an internal assessment of piping required (for obstruction)?
"File 5 - ITM Part 2 (Testing, Maintenance, & Frequencies).json",7,223,4100223,How often is the interior of the FDC piping inspected (hydrostatic test)?
"File 5 - ITM Part 2 (Testing, Maintenance, & Frequencies).json",8,224,4100224,How often must a backflow preventer be forward flow tested?
"File 5 - ITM Part 2 (Testing, Maintenance, & Frequencies).json",9,225,4100225,How often must antifreeze solution be tested?
"File 5 - ITM Part 2 (Testing, Maintenance, & Frequencies).json",10,226,4100226,How often are Vane-type (paddle) waterflow switches tested?
"File 5 - ITM Part 2 (Testing, Maintenance, & Frequencies).json",11,227,4100227,How often are Mechanical waterflow alarms (gongs) tested?
"File 5 - ITM Part 2 (Testing, Maintenance, & Frequencies).json",12,228,4100228,How often must an apprentice renew their registration in MN?
"File 5 - ITM Part 2 (Testing, Maintenance, & Frequencies).json",13,229,4100229,What is the maximum ratio of apprentices to journeymen allowed on a job site?
"File 5 - ITM Part 2 (Testing, Maintenance, & Frequencies).json",14,230,4100230,How often should control valves be operated through their full range of motion?
File 6 -Advanced Installation & Special Components.json,0,139,4200139,"How much weight does water add to 4"" schedule 40 pipe (approx per foot)?"
File 6 -Advanced Installation & Special Components.json,1,140,4200140,Where must the list of spare sprinklers be stored?
File 6 -Advanced Installation & Special Components.json,2,141,4200141,Are heat collectors (plates to catch heat) allowed to be used to lower the sprinkler activation time?
File 6 -Advanced Installation & Special Components.json,3,142,4200142,What is the maximum length of a flexible sprinkler hose fitting (drop) before it must be supported?
File 6 -Advanced Installation & Special Components.json,4,143,4200143,Where must the Inspector's Test Connection be located on a wet system?
File 6 -Advanced Installation & Special Components.json,5,144,4200144,Where must the Inspector's Test Connection be located on a dry system?
File 6 -Advanced Installation & Special Components.json,6,145,4200145,"If a system's working pressure is 200 psi, what pressure must it be hydrostatically tested at?"
File 6 -Advanced Installation & Special Components.json,7,146,4200146,"How do you size the main drain for a 3"" riser?"
File 6 -Advanced Installation & Special Components.json,8,147,4200147,What is the minimum clearance between a hanger and an upright sprinkler?
File 6 -Advanced Installation & Special Components.json,9,148,4200148,What is the typical water-to-air ratio of a differential dry pipe valve?
File 6 -Advanced Installation & Special Components.json,10,149,4200149,"If a sprinkler is installed less than 1 foot from a heat source (unit heater), what temperature rating is required?"
File 6 -Advanced Installation & Special Components.json,11,150,4200150,What is the name of the plate installed at the bottom of a suction tank to prevent air from entering the pump?
"File 7 - MN Rules, Safety & Final Details.json",0,401,4300401,Can a Journeyman Sprinkler Fitter contract for work directly with a building owner?
"File 7 - MN Rules, Safety & Final Details.json",1,402,4300402,Where must the Contractor's license number be displayed?
"File 7 - MN Rules, Safety & Final Details.json",2,403,4300403,When is hearing protection required by OSHA?
"File 7 - MN Rules, Safety & Final Details.json",3,404,4300404,What is the proper ratio for leaning an extension ladder against a wall?
"File 7 - MN Rules, Safety & Final Details.json",4,405,4300405,At what height is fall protection generally required in construction?
"File 7 - MN Rules, Safety & Final Details.json",5,406,4300406,Where must the hydraulic design information sign be placed?
"File 7 - MN Rules, Safety & Final Details.json",6,407,4300407,"When joining pipe with threaded unions, what is the maximum pipe size allowed?"
"File 7 - MN Rules, Safety & Final Details.json",7,408,4300408,"If rust or scale is found during an internal inspection, what is the next required step?"
"File 7 - MN Rules, Safety & Final Details.json",8,409,4300409,"What must be installed on sprinklers subject to mechanical injury (e.g., low gym ceilings)?"
"File 7 - MN Rules, Safety & Final Details.json",9,410,4300410,How much clearance is required around a pipe penetrating a platform/floor (non-seismic)?
"File 7 - MN Rules, Safety & Final Details.json",10,411,4300411,What is the maximum distance from the end of the pipe to the last lateral sway brace?
"File 7 - MN Rules, Safety & Final Details.json",11,412,4300412,Can a Journeyman license be transferred to another person?
"File 8 - Hydraulics, C-Factors & Math.json",0,501,4400501,What is the Hazen-Williams C-Factor for new Schedule 40 Steel Pipe (Wet System)?
"File 8 - Hydraulics, C-Factors & Math.json",1,502,4400502,What is the Hazen-Williams C-Factor for Dry or Preaction Steel Pipe?
"File 8 - Hydraulics, C-Factors & Math.json",2,503,4400503,What is the Hazen-Williams C-Factor for CPVC or Copper tube?
"File 8 - Hydraulics, C-Factors & Math.json",3,504,4400504,"When calculating friction loss, a fitting (like an elbow) is converted into feet of pipe. What is this called?"
"File 8 - Hydraulics, C-Factors & Math.json",4,505,4400505,What is the pressure of a column of water 1 foot high (Head pressure)?
"File 8 - Hydraulics, C-Factors & Math.json",5,506,4400506,How many feet of water column (Head) equal 1 psi?
"File 8 - Hydraulics, C-Factors & Math.json",6,507,4400507,"If a gauge at the bottom of a 100-foot riser reads 50 psi, and the gauge at the top reads 6.7 psi, is this normal? (Static pressure)"
"File 8 - Hydraulics, C-Factors & Math.json",7,508,4400508,What happens to friction loss if you double the flow (GPM) through the same size pipe?
"File 8 - Hydraulics, C-Factors & Math.json",8,509,4400509,Which of the following is NOT required on a hydraulic information sign?
"File 8 - Hydraulics, C-Factors & Math.json",9,510,4400510,A fire pump must be able to provide 150% of rated flow at what percent of rated pressure?
File 9 - Definitions & Tricky Details.json,0,601,4500601,What is a valve that has components that show if the valve is open or closed?
File 9 - Definitions & Tricky Details.json,1,602,4500602,What is a sprinkler where the frame arms are mounted above the deflector called?
File 9 - Definitions & Tricky Details.json,2,603,4500603,What is a sprinkler designed to be installed on the wall and discharge water horizontally?
File 9 - Definitions & Tricky Details.json,3,604,4500604,How far can a sprinkler deflector be located down from the peak of a pitched roof?
File 9 - Definitions & Tricky Details.json,4,605,4500605,If a system is out of service for more than how many hours must the Fire Department be notified?
File 9 - Definitions & Tricky Details.json,5,606,4500606,"During a hydrostatic test, if the weather is freezing, can air be used?"
File 9 - Definitions & Tricky Details.json,6,607,4500607,When can you use 'bushings' to change pipe size?
File 9 - Definitions & Tricky Details.json,7,608,4500608,What happens if you paint a sprinkler head?
File 9 - Definitions & Tricky Details.json,8,609,4500609,"If installing sprinklers under a garage door in the open position, what type of sprinkler is often used?"
File 9 - Definitions & Tricky Details.json,9,610,4500610,How often is the hydraulic design information sign inspected?
File 9 - Definitions & Tricky Details.json,10,611,4500611,Where do all sprinkler system drains discharge to?
file1.json,0,1,4600001,How often do you inspect private fire hydrants?
file1.json,1,2,4600002,What is NFPA 13R used for?
file1.json,2,3,4600003,What is the coverage area for Ordinary Hazard heads (Standard Spray)?
file1.json,3,4,4600004,What is the coverage area for Light Hazard heads (Standard Spray)?
file1.json,4,5,4600005,"In Ordinary Hazard, if heads are 12’6"" apart along the branch line, what is the max distance between lines?"
file1.json,5,6,4600006,What are the GLASS BULB colors for Extra High temperature rating (325-375°F)?
file1.json,6,7,4600007,What color FRAME ARMS are on extra high temp sprinkler heads (Fusible Link)?
file1.json,7,8,4600008,True or False: Control valves in public areas with 20 or fewer sprinklers do NOT need to be monitored or locked.
file1.json,8,9,4600009,How often is the interior of a pressure tank inspected?
file1.json,9,10,4600010,"What pipe sizes can feed 1½"" hose lines for runs over 80 feet?"
file1.json,10,11,4600011,"What is the maximum unsupported length of pipe from the end of a 1¼"" pipe to the last hanger?"
file1.json,11,12,4600012,What is the required duration of water supply for NFPA 13D systems?
file1.json,12,13,4600013,"Why must a check valve with a 3/32"" hole in the Clapper be installed in the riser below the test valve in freezer spaces?"
file1.json,13,14,4600014,What is the maximum time allowed for mechanical water flow alarms to sound?
file1.json,14,15,4600015,What are the flow requirements for the most remote standpipe in a Class I system?
file1.json,15,16,4600016,A tank fill bypass must be capable of filling the tank in how many hours?
file1.json,16,17,4600017,What is the fine for working in Minnesota without a journeyman's license?
file1.json,17,18,4600018,"What is the maximum distance between hangers on 1"" schedule 40 steel pipe?"
file1.json,18,19,4600019,"In Minnesota, FDCs must be located between what heights above grade?"
file1.json,19,20,4600020,How long must a diesel fire pump run during a weekly test?
file1.json,20,21,4600021,What is the required pitch for branch lines in a dry system?
file1.json,21,22,4600022,What is the maximum pipe size a toggle hanger can support?
file1.json,22,23,4600023,How many heads are allowed on branch lines on either side of a cross main (Light Hazard Schedule)?
file1.json,23,24,4600024,What is the minimum distance a standard sprinkler head can be from the wall?
file1.json,24,25,4600025,"In a trench 4 feet or deeper, what is the maximum spacing between exit ladders?"
file1.json,25,26,4600026,"What is the required main drain size for a 4"" riser?"
file1.json,26,27,4600027,What is the standard hydrostatic test pressure for a system with normal working pressure?
file1.json,27,28,4600028,How many heads can a system have before an FDC is required?
file1.json,28,29,4600029,What fitting is used on the suction side of a fire pump to prevent air pockets?
file1.json,29,30,4600030,What is the maximum square footage of a light hazard zone?
file1.json,30,31,4600031,How often do you check air and water levels on a pressure tank?
file1.json,31,32,4600032,What is the allowable air leakage rate for a new dry system during the 24-hour test?
file1.json,32,33,4600033,How many hours of practical experience are required for the MN Journeyman test?
file1.json,33,34,4600034,What is the minimum amount of time a control valve should take to close?
file1.json,34,35,4600035,What size rod is required for hanging 10-inch and 12-inch pipe?
file1.json,35,36,4600036,How many spare sprinklers are required for a system with 400 heads?
file1.json,36,37,4600037,What is the minimum bury depth for private fire service mains under driveways?
file1.json,37,38,4600038,Components in an aboveground system shall be rated for what minimum pressure?
file1.json,38,39,4600039,Fire pump controllers must be mounted at least how far above the floor?
file1.json,39,40,4600040,What is the maximum coverage area per sprinkler for ESFR heads?
